params,count,l1_mean,l1_std,l1_cv,l1_min,l1_max,l1_q25,l1_q75,l2_mean,l2_std,l2_cv,l2_min,l2_max,l2_q25,l2_q75,l3_mean,l3_std,l3_cv,l3_min,l3_max,l3_q25,l3_q75,tri_mean,tri_std,tri_cv,tri_min,tri_max,tri_q25,tri_q75
1.6_1.5_0.8_2.35,400,53.13190460205078,59.30320358276367,1.11615053190611,3.0,243.8000030517578,8.18999981880188,73.71999740600586,49.681400299072266,60.32135772705078,1.2141637990058265,3.0,247.44000244140625,6.950000047683716,71.01000022888184,51.3954963684082,56.79943084716797,1.1051441246918565,3.0,244.9600067138672,8.720000267028809,73.09000205993652,84.46519470214844,46.913963317871094,0.5554236094915176,30.040000915527344,234.27999877929688,45.22999954223633,117.99999809265137
