params,count,l1_mean,l1_std,l1_cv,l1_min,l1_max,l1_q25,l1_q75,l2_mean,l2_std,l2_cv,l2_min,l2_max,l2_q25,l2_q75,bil_mean,bil_std,bil_cv,bil_min,bil_max,bil_q25,bil_q75
x-3.2_y-2.8_rot0_flip0,400,62.16929626464844,63.86289978027344,1.0272417996886356,3.0,247.36000061035156,8.02999997138977,95.6299991607666,56.165401458740234,61.162109375,1.0889641627493825,3.0,237.32000732421875,6.810000061988831,87.57999801635742,114.4627914428711,50.768733978271484,0.4435391915425232,51.47999954223633,247.67999267578125,73.30999946594238,151.68999862670898
