x,y,layer1_gray,layer2_gray,layer3_gray,trilayer_gray
145,49,116.4000015258789,4.480000019073486,170.0800018310547,159.39999389648438
923,100,18.280000686645508,103.87999725341797,3.5999999046325684,68.83999633789062
404,822,12.399999618530273,18.440000534057617,36.119998931884766,36.720001220703125
511,82,46.79999923706055,6.679999828338623,14.760000228881836,37.36000061035156
655,473,84.68000030517578,13.84000015258789,44.0,78.08000183105469
781,511,3.799999952316284,59.0,10.720000267028809,40.119998931884766
90,765,10.039999961853027,40.91999816894531,4.0,30.200000762939453
183,810,100.5999984741211,11.880000114440918,114.63999938964844,124.27999877929688
931,848,4.0,50.400001525878906,19.959999084472656,40.68000030517578
102,453,107.23999786376953,157.60000610351562,8.720000267028809,149.9199981689453
1014,748,83.83999633789062,4.119999885559082,29.760000228881836,64.36000061035156
158,723,98.44000244140625,4.0,101.12000274658203,111.44000244140625
79,624,73.08000183105469,40.36000061035156,11.880000114440918,68.5999984741211
921,913,103.08000183105469,3.9600000381469727,41.79999923706055,81.4800033569336
387,435,21.920000076293945,139.9199981689453,3.4000000953674316,90.5199966430664
522,163,4.079999923706055,118.80000305175781,9.760000228881836,72.72000122070312
821,71,99.76000213623047,4.0,48.08000183105469,83.0
361,900,99.72000122070312,3.440000057220459,75.4000015258789,97.80000305175781
121,328,5.199999809265137,51.040000915527344,17.040000915527344,40.15999984741211
275,928,9.720000267028809,68.31999969482422,3.359999895095825,44.599998474121094
995,694,5.880000114440918,78.08000183105469,16.84000015258789,55.15999984741211
723,405,59.47999954223633,5.079999923706055,27.559999465942383,50.47999954223633
359,840,4.440000057220459,95.95999908447266,24.639999389648438,68.44000244140625
862,495,22.920000076293945,5.800000190734863,209.52000427246094,130.52000427246094
294,470,239.27999877929688,26.920000076293945,58.31999969482422,177.8000030517578
38,903,102.80000305175781,4.159999847412109,66.31999969482422,94.91999816894531
493,943,25.68000030517578,79.4000015258789,4.0,59.720001220703125
151,724,176.27999877929688,4.0,182.47999572753906,198.60000610351562
742,575,36.36000061035156,5.440000057220459,19.639999389648438,33.599998474121094
530,716,85.27999877929688,5.360000133514404,144.36000061035156,128.8800048828125
156,990,3.4000000953674316,52.08000183105469,4.760000228881836,32.959999084472656
524,7,3.0,135.9199981689453,6.639999866485596,79.95999908447266
957,313,100.16000366210938,10.0,136.72000122070312,135.27999877929688
