x,y,layer1_gray,layer2_gray,bilayer_gray
197,613,50.119998931884766,4.0,52.279998779296875
742,223,23.600000381469727,111.91999816894531,130.8800048828125
109,628,124.27999877929688,3.5199999809265137,123.4800033569336
6,472,141.1999969482422,4.0,140.52000427246094
248,892,166.67999267578125,4.0,165.24000549316406
441,738,231.32000732421875,7.71999979019165,231.1199951171875
424,291,10.5600004196167,46.52000045776367,55.2400016784668
298,972,135.83999633789062,4.0,135.1999969482422
770,560,16.440000534057617,67.87999725341797,81.44000244140625
299,793,174.27999877929688,6.440000057220459,174.75999450683594
294,798,219.1199951171875,6.679999828338623,218.52000427246094
90,956,120.19999694824219,4.71999979019165,121.0
749,783,81.5199966430664,3.9200000762939453,82.4800033569336
997,819,3.8399999141693115,182.67999267578125,180.1199951171875
12,900,10.199999809265137,72.72000122070312,80.36000061035156
89,739,25.31999969482422,34.0,57.31999969482422
814,881,65.4000015258789,5.0,67.63999938964844
155,1003,3.0,94.16000366210938,93.76000213623047
76,836,4.119999885559082,58.20000076293945,60.15999984741211
619,320,6.079999923706055,162.24000549316406,162.72000122070312
758,309,147.16000366210938,9.680000305175781,151.55999755859375
197,616,69.12000274658203,4.0,71.0
16,633,240.60000610351562,9.479999542236328,241.75999450683594
672,479,135.0800018310547,12.079999923706055,142.27999877929688
816,388,136.0,14.960000038146973,146.0
79,749,45.720001220703125,8.039999961853027,52.0
231,477,4.920000076293945,65.5199966430664,68.12000274658203
941,647,65.12000274658203,16.040000915527344,78.44000244140625
