metric,value
train_r2,0.999994506885868
test_r2,0.9999933626584914
train_rmse,0.12006977735548222
test_rmse,0.12527009477653814
train_mae,0.0920134999835093
test_mae,0.0939130865104647
train_mape_percent,0.10006571362641425
test_mape_percent,0.09008743300064369
node_count,5.0
tree_depth,0.0
r2_per_node,0.19999867253169828
